FID	IID	SEX	AGE
3166	2972	1	36
3167	2973	2	28
3168	2974	2	51
3169	2975	2	49
3170	2976	2	29
3171	2977	2	23
3172	2978	2	54
3173	2979	1	20
3174	2980	2	25
3175	2981	2	23
3176	2982	1	48
3177	2983	1	44
3178	2984	1	55
3179	2985	2	76
3180	2986	1	54
3181	2987	1	73
3182	2988	1	38
3183	2989	1	32
3184	2990	2	58
3185	2991	1	34
3186	2992	2	25
3187	2993	1	62
3188	2994	2	46
3189	2995	1	20
3191	2996	1	25
3192	2997	1	38
3193	2998	1	-9
3194	2999	2	46
3195	3000	1	21
3196	3001	2	49
3197	3002	1	25
3198	3003	2	-9
3199	3004	2	72
3200	3005	1	37
3201	3006	2	57
3202	3007	1	53
3203	3008	2	35
3205	3009	2	25
3206	3010	2	32
3207	3011	2	39
3208	3012	2	34
3209	3013	2	34
3210	3014	1	20
3211	3015	2	-9
3212	3016	1	47
3213	3017	2	52
3214	3018	2	42
3215	3019	2	61
3216	3020	2	36
3217	3021	1	48
3218	3022	2	68
3219	3023	2	54
3220	3024	2	-9
3221	3025	1	31
3222	3026	2	20
3223	3027	1	27
3224	3028	1	56
3225	3029	1	23
3226	3030	1	66
3227	3031	2	42
3228	3032	1	37
3229	3033	2	24
3230	3034	2	69
3231	3035	1	20
3232	3036	2	46
3233	3037	1	-9
3234	3038	1	49
3235	3039	1	63
3236	3040	2	24
3237	3041	2	21
3238	3042	2	-9
3239	3043	2	52
3241	3044	2	29
3242	3045	2	56
3244	3046	2	-9
3245	3047	2	47
3246	3048	1	33
3247	3049	2	33
3248	3050	1	-9
3249	3051	1	44
3250	3052	1	52
3251	3053	2	-9
3252	3054	1	56
3253	3055	1	33
3254	3056	2	21
3255	3057	1	39
3256	3058	1	61
3258	3059	1	27
3259	3060	2	75
3260	3061	1	40
3261	3062	1	55
3262	3063	1	45
3263	3064	2	37
3264	3065	2	44
3265	3066	2	65
3266	3067	2	62
3267	3068	1	56
3268	3069	1	32
3269	3070	1	29
3270	3071	2	29
3271	3072	2	24
3272	3073	2	28
3273	3074	1	51
3274	3075	1	61
3275	3076	2	38
3277	3077	1	51
3278	3078	2	58
3279	3079	2	26
3280	3080	2	56
3281	3081	2	31
3282	3082	1	29
3283	3083	2	58
3284	3084	1	32
3285	3085	2	66
3286	3086	2	26
3287	3087	1	28
3288	3088	2	43
3289	3089	1	28
3290	3090	1	57
3291	3091	2	24
3292	3092	2	35
3293	3093	1	29
3294	3094	1	51
3295	3095	2	43
3296	3096	2	47
3297	3097	1	22
3298	3098	1	-9
3299	3099	1	23
3300	3100	2	41
3301	3101	2	32
3303	3102	1	26
3304	3103	1	32
3305	3104	1	50
3306	3105	2	21
3307	3106	2	36
3308	3107	1	44
3309	3108	1	51
3310	3109	2	56
3311	3110	1	-9
3312	3111	2	56
3313	3112	2	22
3314	3113	2	42
3315	3114	1	51
3316	3115	2	57
3317	3116	2	61
3318	3117	1	-9
3319	3118	2	31
3320	3119	2	45
3321	3120	1	22
3322	3121	2	60
3323	3122	2	44
3324	3123	1	39
3326	3124	1	51
3327	3125	1	28
3328	3126	1	36
3329	3127	1	22
3330	3128	2	35
3331	3129	1	29
3332	3130	1	50
3333	3131	1	-9
3334	3132	1	22
3335	3133	1	40
3336	3134	2	22
3337	3135	2	-9
3338	3136	1	57
3339	3137	2	24
3340	3138	1	63
3341	3139	1	62
3342	3140	1	47
3343	3141	1	64
3344	3142	2	20
3345	3143	2	41
3347	3144	2	34
3348	3145	1	32
3349	3146	1	32
3350	3147	2	60
3351	3148	2	26
3352	3149	2	33
3353	3150	1	61
3354	3151	2	57
3355	3152	1	47
3356	3153	2	24
3357	3154	2	66
3358	3155	2	41
3359	3156	1	74
3360	3157	1	62
3361	3158	1	59
3362	3159	1	36
3363	3160	2	75
3364	3161	1	56
3365	3162	2	62
3366	3163	1	41
3367	3164	1	34
3368	3165	2	58
3369	3166	1	22
3370	3167	2	45
3371	3168	2	24
3372	3169	1	33
3373	3170	2	48
3374	3171	2	21
3375	3172	1	42
3376	3173	1	28
3377	3174	2	47
3378	3175	1	40
3379	3176	1	57
3380	3177	2	56
3381	3178	2	65
3382	3179	1	22
3383	3180	2	24
3384	3181	2	69
3385	3182	1	36
3386	3183	1	59
3387	3184	2	65
3388	3185	2	50
3389	3186	1	23
3390	3187	1	43
3391	3188	2	44
3392	3189	1	77
3393	3190	1	53
3394	3191	2	21
3395	3192	2	-9
3396	3193	1	23
3397	3194	2	48
3398	3195	1	-9
3400	3196	1	62
3401	3197	2	51
3403	3198	2	26
3404	3199	2	56
3405	3200	2	21
3406	3201	1	26
3407	3202	1	50
3408	3203	1	46
3409	3204	1	32
3410	3205	2	66
3411	3206	2	60
3412	3207	2	23
3413	3208	1	36
3414	3209	2	49
3415	3210	2	68
3416	3211	2	23
3417	3212	2	53
3418	3213	1	29
3419	3214	2	30
3420	3215	2	23
3421	3216	1	67
3422	3217	1	70
3423	3218	1	23
3424	3219	1	29
3425	3220	1	37
3426	3221	1	37
3427	3222	2	66
3428	3223	2	27
3429	3224	2	57
3430	3225	1	20
3431	3226	2	45
3432	3227	2	-9
3433	3228	2	-9
3434	3229	1	28
3435	3230	2	65
3436	3231	1	32
3438	3232	2	35
3439	3233	2	38
3441	3234	2	53
3443	3235	2	27
3444	3236	1	44
3445	3237	1	33
3446	3238	2	25
3447	3239	1	52
3450	3240	1	-9
3451	3241	2	47
3452	3242	2	49
3453	3243	2	21
3454	3244	1	73
3455	3245	1	40
3456	3246	2	64
3457	3247	1	51
3458	3248	2	54
3459	3249	2	55
3460	3250	2	56
3461	3251	2	41
3462	3252	2	24
3463	3253	2	37
3464	3254	1	28
3465	3255	2	76
3466	3256	1	36
3467	3257	1	40
3468	3258	2	77
3469	3259	1	27
3470	3260	2	32
3472	3261	1	52
3474	3262	2	73
3475	3263	2	20
3476	3264	2	50
3477	3265	1	-9
3478	3266	1	32
3479	3267	2	63
3480	3268	1	46
3481	3269	2	44
3482	3270	1	27
3483	3271	1	39
3484	3272	2	-9
3485	3273	2	39
3486	3274	2	41
3487	3275	1	39
3488	3276	1	28
3490	3277	2	61
3491	3278	1	39
3492	3279	2	51
3493	3280	1	62
3494	3281	2	59
3495	3282	2	-9
3496	3283	1	37
3497	3284	1	54
3498	3285	2	49
3499	3286	2	25
3500	3287	1	42
3501	3288	2	35
3503	3289	2	38
3504	3290	2	21
3505	3291	1	20
3506	3292	1	28
3507	3293	1	25
3508	3294	1	61
3509	3295	2	29
3510	3296	1	55
3511	3297	2	54
3512	3298	2	25
3513	3299	1	34
3514	3300	1	62
3515	3301	2	45
3516	3302	2	33
3517	3303	2	33
3518	3304	2	28
3519	3305	1	26
3521	3306	1	57
3522	3307	2	-9
3523	3308	1	54
3524	3309	1	25
3525	3310	1	59
3526	3311	1	38
3527	3312	1	-9
3528	3313	2	45
3529	3314	1	67
3530	3315	2	47
3531	3316	1	21
3532	3317	1	40
3533	3318	1	23
3534	3319	2	47
3535	3320	1	30
3536	3321	2	60
3537	3322	2	47
3538	3323	2	40
3539	3324	2	52
3540	3325	2	25
3541	3326	1	59
3542	3327	1	38
3543	3328	1	51
3544	3329	1	51
3545	3330	2	22
3546	3331	2	64
3547	3332	2	57
3548	3333	2	29
3549	3334	1	62
3550	3335	1	33
3551	3336	1	61
3552	3337	1	57
3554	3338	2	-9
3555	3339	2	-9
3556	3340	1	54
3557	3341	2	45
3558	3342	1	63
3559	3343	1	21
3560	3344	2	57
3561	3345	1	24
3562	3346	2	47
3563	3347	2	52
3564	3348	2	24
3565	3349	2	73
3566	3350	2	33
3567	3351	1	-9
3568	3352	2	55
3569	3353	1	25
3570	3354	1	43
3571	3355	1	59
3573	3356	1	24
3574	3357	2	62
3575	3358	2	47
3576	3359	1	37
3577	3360	2	27
3578	3361	1	52
3579	3362	1	27
3580	3363	2	68
3581	3364	1	42
3582	3365	2	36
3583	3366	2	24
3584	3367	1	-9
3585	3368	2	57
3586	3369	2	58
3588	3370	1	23
3589	3371	2	20
3590	3372	1	-9
3591	3373	2	37
3592	3374	1	51
3593	3375	1	31
3594	3376	1	50
3595	3377	1	31
3596	3378	2	31
3597	3379	2	22
3598	3380	1	33
3599	3381	1	30
3600	3382	2	64
3601	3383	1	52
3602	3384	2	23
3603	3385	1	49
3604	3386	2	23
3606	3387	1	61
3607	3388	1	20
3608	3389	1	22
3609	3390	2	32
3610	3391	2	74
3611	3392	1	37
3612	3393	1	-9
3613	3394	2	41
3614	3395	1	-9
3615	3396	2	32
3616	3397	2	27
3617	3398	1	51
3618	3399	2	35
3619	3400	2	25
3620	3401	1	31
3621	3402	1	54
3622	3403	2	63
3623	3404	1	34
3624	3405	2	37
3625	3406	1	59
3627	3407	2	26
3628	3408	2	50
3629	3409	2	21
3630	3410	2	24
3631	3411	1	67
3632	3412	2	33
3633	3413	1	40
3634	3414	1	29
3635	3415	1	50
3636	3416	2	65
3637	3417	1	67
3638	3418	1	47
3640	3419	1	57
3641	3420	2	30
3642	3421	2	20
3643	3422	2	37
3644	3423	1	53
3645	3424	2	39
3646	3425	1	27
3647	3426	2	39
3648	3427	2	39
3649	3428	2	24
3650	3429	2	27
3651	3430	2	58
3652	3431	1	35
3653	3432	2	51
3654	3433	2	25
3655	3434	2	30
3656	3435	1	49
3657	3436	2	52
3658	3437	1	32
3659	3438	1	69
3660	3439	1	57
3661	3440	2	38
3662	3441	1	-9
3663	3442	2	23
3664	3443	2	30
3665	3444	2	32
3666	3445	1	57
3667	3446	1	42
3668	3447	1	37
3669	3448	1	41
3670	3449	2	46
3671	3450	1	55
3672	3451	2	76
3673	3452	2	46
3674	3453	2	29
3675	3454	2	49
3676	3455	1	20
3677	3456	2	31
3678	3457	2	69
3679	3458	2	26
3680	3459	1	-9
3681	3460	2	61
3682	3461	1	34
3683	3462	2	35
3684	3463	1	56
3685	3464	1	21
3686	3465	2	56
3687	3466	1	55
3688	3467	1	67
3689	3468	1	49
3691	3469	1	43
3692	3470	1	45
3693	3471	1	23
3695	3472	2	63
3696	3473	2	22
3697	3474	1	47
3698	3475	1	28
3700	3476	2	35
3701	3477	1	27
3702	3478	2	68
3703	3479	1	22
3704	3480	1	39
3705	3481	1	54
3706	3482	2	54
3707	3483	1	55
3708	3484	1	63
3709	3485	2	-9
3710	3486	2	20
3711	3487	1	20
3712	3488	2	24
3714	3489	2	30
3715	3490	1	33
3716	3491	1	46
3717	3492	2	-9
3718	3493	2	55
3719	3494	2	38
3720	3495	1	51
3721	3496	1	37
3722	3497	1	-9
3723	3498	2	49
3724	3499	1	25
3725	3500	2	40
3726	3501	1	44
3727	3502	2	28
3728	3503	2	59
3729	3504	1	61
3730	3505	1	23
3731	3506	2	63
3732	3507	2	24
3733	3508	2	62
3734	3509	2	33
3735	3510	2	37
3736	3511	1	40
3737	3512	2	42
3738	3513	2	35
3739	3514	2	55
3740	3515	1	32
3741	3516	1	49
3742	3517	1	50
3744	3518	2	22
3745	3519	2	58
3746	3520	1	32
3747	3521	1	31
3748	3522	1	46
3749	3523	1	55
3750	3524	1	38
3751	3525	1	51
3752	3526	1	28
3753	3527	1	66
3754	3528	2	48
3755	3529	1	48
3757	3530	2	32
3758	3531	2	-9
3759	3532	2	64
3760	3533	1	47
3761	3534	2	21
3762	3535	2	20
3763	3536	2	54
3764	3537	1	57
3765	3538	2	26
3766	3539	2	41
3767	3540	2	37
3768	3541	1	39
3769	3542	2	66
3770	3543	1	31
3771	3544	2	66
3772	3545	1	51
3773	3546	1	52
3774	3547	1	31
3775	3548	1	54
3776	3549	2	-9
3777	3550	2	38
3778	3551	2	33
3779	3552	1	25
3780	3553	2	66
3781	3554	2	64
3782	3555	2	62
3783	3556	1	24
3785	3557	2	43
3786	3558	2	60
3787	3559	2	22
3788	3560	1	-9
3789	3561	2	45
3790	3562	1	-9
3791	3563	1	35
3792	3564	2	68
3793	3565	2	27
3794	3566	2	48
3795	3567	2	58
3797	3568	1	59
3798	3569	2	31
3799	3570	1	23
3800	3571	1	45
3801	3572	2	42
3803	3573	1	48
3804	3574	1	27
3805	3575	1	-9
3806	3576	2	52
3807	3577	2	55
3809	3578	1	53
3810	3579	2	61
3811	3580	2	37
3812	3581	1	42
3813	3582	1	-9
3814	3583	2	26
3815	3584	1	37
3816	3585	1	45
3817	3586	1	66
3818	3587	2	47
3819	3588	1	21
3820	3589	2	34
3821	3590	2	28
3822	3591	1	26
3823	3592	2	52
3824	3593	1	46
3825	3594	1	72
3826	3595	1	31
3827	3596	1	42
3828	3597	2	39
3829	3598	1	35
3831	3599	1	23
3832	3600	2	-9
3833	3601	1	25
3834	3602	1	35
3835	3603	2	40
3836	3604	1	27
3837	3605	2	42
3838	3606	2	-9
3840	3607	2	73
3841	3608	1	66
3842	3609	1	28
3843	3610	2	52
3844	3611	1	69
3845	3612	2	45
3846	3613	2	57
3847	3614	1	43
3848	3615	2	32
3849	3616	1	52
3850	3617	2	31
3851	3618	1	62
3852	3619	2	51
3854	3620	2	52
3855	3621	2	43
3856	3622	1	21
3857	3623	2	60
3858	3624	1	42
3859	3625	2	63
3860	3626	2	59
3861	3627	1	41
3862	3628	1	-9
3863	3629	1	-9
3864	3630	2	23
3865	3631	2	38
3866	3632	1	53
3867	3633	2	39
3868	3634	2	38
3869	3635	1	42
3870	3636	2	32
3871	3637	2	55
3872	3638	1	39
3873	3639	1	28
3874	3640	1	31
3875	3641	2	51
3876	3642	1	46
3877	3643	2	23
3878	3644	1	-9
3879	3645	2	32
3880	3646	2	45
3881	3647	1	25
3882	3648	2	72
3883	3649	2	28
3884	3650	1	32
3885	3651	2	45
3886	3652	1	31
3887	3653	1	-9
3888	3654	1	57
3889	3655	2	48
3890	3656	1	23
3891	3657	1	26
3892	3658	2	-9
3893	3659	2	62
3894	3660	2	32
3895	3661	1	25
3896	3662	1	27
3897	3663	2	28
3898	3664	1	38
3899	3665	2	41
3900	3666	1	-9
3901	3667	1	31
3902	3668	1	54
3903	3669	1	38
3904	3670	2	49
3905	3671	1	21
3906	3672	2	54
3907	3673	1	31
3908	3674	2	-9
3909	3675	2	21
3910	3676	2	53
3911	3677	1	62
3912	3678	1	-9
3913	3679	1	24
3914	3680	2	24
3915	3681	2	32
3916	3682	2	56
3917	3683	1	47
3918	3684	1	32
3919	3685	2	33
3920	3686	2	47
3921	3687	1	28
3922	3688	2	-9
3923	3689	1	49
3924	3690	1	35
3925	3691	2	33
3926	3692	2	38
3927	3693	1	60
3928	3694	2	65
3929	3695	2	30
3930	3696	2	43
3931	3697	1	33
3932	3698	2	26
3933	3699	1	67
3934	3700	2	-9
3935	3701	2	23
3936	3702	1	-9
3937	3703	2	22
3938	3704	1	31
3939	3705	1	56
3940	3706	2	33
3941	3707	2	63
3942	3708	2	56
3943	3709	1	69
3944	3710	2	43
3945	3711	2	45
3947	3712	1	-9
3948	3713	1	-9
3949	3714	1	23
3950	3715	2	20
3952	3716	2	25
3953	3717	2	48
3954	3718	2	-9
3956	3719	2	35
3959	3720	2	39
3960	3721	1	63
3961	3722	2	65
3962	3723	2	-9
3963	3724	1	22
3964	3725	2	62
3965	3726	1	46
3966	3727	1	54
3967	3728	1	28
3968	3729	2	58
3969	3730	2	37
3970	3731	2	-9
3971	3732	1	31
3972	3733	2	69
3973	3734	2	43
3974	3735	1	38
3975	3736	2	27
3976	3737	2	21
3977	3738	2	46
3978	3739	2	35
3979	3740	1	-9
3980	3741	1	20
3981	3742	1	42
3982	3743	1	26
3983	3744	2	62
3984	3745	1	31
3985	3746	2	53
3986	3747	2	62
3987	3748	2	44
3989	3749	2	40
3990	3750	1	22
3991	3751	1	30
3992	3752	2	48
3993	3753	1	47
3994	3754	1	74
3995	3755	2	54
3996	3756	2	40
3997	3757	1	41
3999	3758	2	20
4000	3759	2	51
4001	3760	1	23
4002	3761	1	29
4003	3762	2	26
4004	3763	1	34
4005	3764	2	30
4006	3765	1	25
4007	3766	1	47
4008	3767	1	-9
4009	3768	2	25
4010	3769	1	47
4011	3770	2	31
4012	3771	2	33
4013	3772	1	74
4014	3773	2	36
4015	3774	1	26
4016	3775	2	56
4017	3776	2	21
4018	3777	1	56
4019	3778	1	21
4020	3779	1	37
4021	3780	2	52
4022	3781	2	50
4023	3782	1	65
4024	3783	1	65
4025	3784	1	53
4026	3785	1	48
4027	3786	2	-9
4028	3787	1	53
4030	3788	1	39
4031	3789	1	32
4032	3790	1	32
4033	3791	2	38
4034	3792	1	69
4035	3793	2	30
4036	3794	1	24
4037	3795	1	41
4038	3796	2	46
4039	3797	1	-9
4040	3798	1	25
4041	3799	2	31
4042	3800	1	50
4043	3801	2	37
4044	3802	1	29
4045	3803	1	59
4047	3804	2	20
4048	3805	2	66
4049	3806	1	56
4050	3807	2	50
4051	3808	2	40
4052	3809	2	52
4053	3810	2	52
4054	3811	2	28
4055	3812	1	68
4056	3813	1	58
4057	3814	2	28
4058	3815	2	55
4059	3816	1	29
4060	3817	1	70
4061	3818	2	27
4062	3819	1	26
4063	3820	2	48
4064	3821	1	41
4065	3822	2	62
4066	3823	1	-9
4068	3824	1	33
4070	3825	2	24
4071	3826	2	38
4073	3827	2	76
4075	3828	2	24
4078	3829	2	60
4079	3830	1	36
4080	3831	2	34
4081	3832	1	61
4082	3833	2	21
4083	3834	2	72
4084	3835	1	57
4085	3836	2	41
4086	3837	2	20
4087	3838	1	67
4088	3839	1	61
4089	3840	2	22
4090	3841	1	22
4091	3842	2	74
4092	3843	1	40
4093	3844	2	37
4094	3845	2	73
4095	3846	2	22
4096	3847	1	26
4097	3848	2	31
4098	3849	1	30
4099	3850	1	31
4100	3851	1	23
4101	3852	1	30
4102	3853	2	62
4103	3854	1	50
4106	3855	1	49
4107	3856	2	28
4108	3857	2	44
4109	3858	2	71
4110	3859	1	31
4111	3860	1	59
4112	3861	2	66
4113	3862	1	49
4114	3863	2	25
4115	3864	1	22
4116	3865	1	20
4117	3866	2	29
4118	3867	2	56
4119	3868	1	47
4120	3869	1	26
4121	3870	1	30
4122	3871	1	53
4123	3872	1	46
4124	3873	1	48
4125	3874	2	30
4126	3875	2	42
4127	3876	1	21
4128	3877	1	43
4129	3878	2	29
4130	3879	2	75
4131	3880	2	58
4132	3881	2	57
4133	3882	2	64
4134	3883	1	21
4135	3884	2	40
4136	3885	1	-9
4137	3886	2	63
4139	3887	2	20
4140	3888	2	28
4141	3889	1	28
4142	3890	1	42
4144	3891	2	70
4145	3892	1	28
4147	3893	2	35
4148	3894	1	30
4149	3895	2	22
4150	3896	2	26
4151	3897	2	46
4153	3898	1	42
4154	3899	2	52
4155	3900	1	39
4156	3901	1	25
4157	3902	2	-9
4159	3903	1	20
4160	3904	2	65
4161	3905	2	54
4164	3906	1	22
4166	3907	1	24
4167	3908	1	63
4168	3909	2	50
4170	3910	2	55
4171	3911	1	22
4172	3912	1	54
4173	3913	2	52
4174	3914	1	33
4175	3915	2	-9
4177	3916	2	22
4179	3917	2	27
4181	3918	1	58
4185	3919	2	66
4186	3920	2	60
4188	3921	2	56
4189	3922	2	58
4190	3923	2	55
4191	3924	1	50
4193	3925	2	20
4194	3926	2	52
4196	3927	1	50
4197	3928	1	29
4199	3929	2	75
4201	3930	1	58
4202	3931	2	41
4204	3932	2	28
4205	3933	2	62
4206	3934	1	32
4207	3935	2	27
4209	3936	2	65
4210	3937	1	31
4211	3938	1	47
4212	3939	2	26
4213	3940	2	34
4214	3941	2	28
4217	3942	2	32
4218	3943	2	31
4220	3944	2	35
4221	3945	2	38
4222	3946	2	48
4227	3947	1	23
4229	3948	1	55
4230	3949	2	29
4231	3950	1	58
4235	3951	1	43
4236	3952	2	58
4238	3953	2	58
4239	3954	2	42
4240	3955	2	43
4243	3956	2	41
4244	3957	2	23
4245	3958	1	37
4246	3959	2	21
4247	3960	2	26
4248	3961	1	46
4249	3962	1	33
4250	3963	2	-9
4251	3964	1	62
4252	3965	2	58
4254	3966	1	20
4255	3967	2	41
4256	3968	2	65
4257	3969	1	55
4258	3970	2	36
4260	3971	2	28
4261	3972	2	-9
4262	3973	2	31
4263	3974	2	71
4264	3975	2	51
4266	3976	1	68
4267	3977	2	30
4268	3978	2	-9
4270	3979	1	76
4271	3980	1	70
4272	3981	2	48
4274	3982	1	66
4275	3983	2	40
4276	3984	2	37
4277	3985	2	50
4279	3986	2	56
4280	3987	2	55
4281	3988	2	72
4282	3989	2	25
4283	3990	2	47
4284	3991	1	59
4285	3992	2	65
4287	3993	2	46
4288	3994	2	71
4289	3995	2	22
4290	3996	2	45
4291	3997	2	24
4292	3998	1	66
4293	3999	2	23
4294	4000	2	29
4296	4001	2	-9
4297	4002	2	21
4300	4003	1	51
4303	4004	2	27
4305	4005	2	69
4306	4006	2	-9
4307	4007	2	50
4308	4008	2	23
4310	4009	1	42
4311	4010	2	23
4313	4011	2	37
4314	4012	2	52
4317	4013	2	46
4318	4014	2	66
4319	4015	2	28
4321	4016	2	23
4322	4017	1	52
4323	4018	1	58
4325	4019	1	48
4326	4020	1	56
4327	4021	1	27
4328	4022	1	32
4329	4023	2	43
4330	4024	1	20
4331	4025	1	66
4332	4026	2	-9
4333	4027	2	26
4334	4028	2	49
4335	4029	2	35
4336	4030	2	69
4337	4031	1	70
4338	4032	1	27
4340	4033	1	20
4341	4034	1	54
4342	4035	1	31
4343	4036	2	30
4344	4037	1	28
4345	4038	1	39
4346	4039	2	21
4347	4040	2	32
4348	4041	2	20
4349	4042	2	71
4350	4043	2	36
4351	4044	1	36
4352	4045	2	33
4353	4046	1	24
4354	4047	2	30
4355	4048	2	39
4356	4049	1	31
4357	4050	2	27
4358	4051	2	69
4359	4052	1	61
4360	4053	2	25
4361	4054	2	35
4363	4055	2	32
4364	4056	2	56
4366	4057	2	67
4367	4058	2	52
4368	4059	2	-9
4369	4060	2	61
4371	4061	1	37
4372	4062	2	47
4373	4063	1	51
4374	4064	1	27
4375	4065	1	39
4376	4066	1	27
4377	4067	1	62
4378	4068	2	47
4379	4069	2	51
4380	4070	2	51
4381	4071	1	44
4383	4072	1	37
4384	4073	2	55
4385	4074	1	-9
4386	4075	2	53
4387	4076	1	52
4389	4077	1	55
4390	4078	1	-9
4392	4079	2	63
4393	4080	2	34
4394	4081	2	65
4395	4082	1	61
4396	4083	1	24
4397	4084	1	40
4398	4085	2	31
4399	4086	2	27
4400	4087	2	61
4401	4088	2	39
4402	4089	1	35
4403	4090	1	22
4406	4091	2	65
4407	4092	2	60
4408	4093	1	39
4409	4094	1	46
4410	4095	1	64
4411	4096	2	48
4412	4097	1	72
4413	4098	2	47
4414	4099	1	58
4417	4100	2	38
4418	4101	1	60
4419	4102	1	33
4420	4103	2	27
4421	4104	2	-9
4422	4105	2	24
4424	4106	2	64
4425	4107	1	37
4426	4108	1	36
4427	4109	2	75
4428	4110	2	48
4429	4111	2	43
4430	4112	2	56
4431	4113	1	49
4432	4114	2	42
4433	4115	1	61
4434	4116	2	28
4435	4117	2	34
4436	4118	2	71
4437	4119	2	31
4438	4120	1	74
4439	4121	2	21
4441	4122	2	59
4442	4123	2	55
4444	4124	1	50
4445	4125	1	41
4446	4126	2	49
4447	4127	1	58
4448	4128	2	52
4449	4129	1	20
4450	4130	2	31
4451	4131	2	58
4453	4132	2	53
4454	4133	2	59
4457	4134	2	31
4458	4135	1	24
4459	4136	1	54
4460	4137	2	31
4461	4138	1	59
4462	4139	1	29
4463	4140	2	65
4464	4141	2	21
4466	4142	1	30
4467	4143	1	32
4468	4144	1	27
4469	4145	1	42
4471	4146	1	36
4472	4147	1	62
4473	4148	1	23
4474	4149	2	67
4475	4150	2	33
4476	4151	1	43
4477	4152	2	64
4478	4153	1	37
4479	4154	2	58
4480	4155	1	-9
4481	4156	1	26
4483	4157	1	-9
4484	4158	1	66
4485	4159	2	29
4486	4160	2	43
4487	4161	2	56
4488	4162	2	42
4489	4163	2	32
4490	4164	1	36
4491	4165	1	21
4492	4166	1	20
4493	4167	2	49
4494	4168	1	27
4495	4169	2	38
4496	4170	2	56
4497	4171	2	58
4498	4172	2	60
4499	4173	1	42
4500	4174	2	49
4501	4175	2	35
4502	4176	1	49
4503	4177	2	48
4504	4178	1	26
4505	4179	2	21
4507	4180	2	67
4508	4181	2	46
4509	4182	1	28
4510	4183	2	62
4512	4184	2	34
4513	4185	1	74
4515	4186	1	20
4516	4187	1	57
4517	4188	2	56
4518	4189	2	24
4519	4190	1	38
4520	4191	1	20
4521	4192	2	51
4523	4193	2	28
4525	4194	2	36
4526	4195	2	-9
4527	4196	1	72
4528	4197	2	54
4529	4198	1	42
4530	4199	1	26
4531	4200	2	40
4532	4201	2	71
4533	4202	2	30
4534	4203	1	31
4535	4204	1	33
4536	4205	1	37
4537	4206	2	32
4538	4207	2	26
4539	4208	2	33
4540	4209	1	-9
4541	4210	1	35
4542	4211	2	33
4543	4212	2	23
4544	4213	1	53
4545	4214	1	27
4546	4215	1	33
4547	4216	2	62
4550	4217	2	37
4551	4218	2	-9
4552	4219	2	34
4553	4220	2	44
4554	4221	1	38
4555	4222	1	20
4558	4223	1	29
4559	4224	2	-9
4560	4225	2	38
4561	4226	1	-9
4562	4227	2	46
4563	4228	2	35
4564	4229	1	26
4565	4230	1	57
4566	4231	2	39
4567	4232	2	29
4568	4233	1	36
4569	4234	2	62
4570	4235	2	36
4571	4236	1	34
4572	4237	1	54
4573	4238	1	26
4574	4239	1	36
4575	4240	1	69
4576	4241	1	62
4577	4242	1	44
4578	4243	1	20
4579	4244	2	51
4581	4245	1	57
4582	4246	2	42
4583	4247	1	-9
4584	4248	1	26
4585	4249	2	56
4586	4250	1	52
4587	4251	1	77
4588	4252	1	32
4589	4253	1	37
4590	4254	2	65
4592	4255	1	66
4593	4256	1	58
4594	4257	2	25
4595	4258	1	-9
4596	4259	2	58
4597	4260	1	60
4598	4261	1	77
4599	4262	2	68
4600	4263	2	45
4601	4264	2	36
4602	4265	2	28
4603	4266	1	26
4604	4267	2	43
4605	4268	2	34
4606	4269	1	53
4607	4270	1	64
4608	4271	2	41
4609	4272	1	43
4610	4273	2	48
4611	4274	1	75
4612	4275	1	48
4613	4276	2	27
4614	4277	2	41
4615	4278	2	44
4616	4279	2	68
4617	4280	2	25
4618	4281	2	26
4619	4282	1	37
4620	4283	2	55
4623	4284	1	54
4624	4285	2	32
4625	4286	2	22
4626	4287	1	77
4627	4288	1	22
4628	4289	1	67
4629	4290	2	-9
4630	4291	1	57
4631	4292	1	47
4632	4293	2	58
4633	4294	1	50
4634	4295	1	60
4635	4296	2	33
4636	4297	1	-9
4637	4298	2	23
4638	4299	2	47
4639	4300	2	52
4640	4301	2	75
4641	4302	2	34
4642	4303	1	34
4644	4304	2	30
4645	4305	1	50
4646	4306	2	20
4647	4307	2	67
4648	4308	2	35
4649	4309	1	43
4650	4310	1	29
4651	4311	2	32
4652	4312	1	25
4653	4313	1	27
4654	4314	1	76
4655	4315	2	61
4657	4316	1	60
4658	4317	1	28
4659	4318	2	23
4660	4319	2	65
4661	4320	2	23
4662	4321	1	22
4663	4322	1	28
4664	4323	1	34
4665	4324	1	30
4666	4325	1	43
4667	4326	1	50
4668	4327	2	42
4669	4328	2	28
4670	4329	1	38
4671	4330	1	44
4672	4331	1	40
4673	4332	1	48
4674	4333	2	46
4675	4334	2	32
4676	4335	1	35
4677	4336	1	55
4678	4337	1	64
4679	4338	2	24
4680	4339	2	44
4681	4340	1	27
4682	4341	2	43
4683	4342	2	67
4684	4343	1	30
4685	4344	1	-9
4686	4345	1	46
4687	4346	1	30
4688	4347	1	21
4690	4348	1	27
4691	4349	1	48
4692	4350	2	48
4693	4351	1	75
4694	4352	1	58
4695	4353	2	35
4696	4354	1	38
4698	4355	2	59
4699	4356	2	32
4700	4357	1	55
4701	4358	1	31
4702	4359	1	29
4703	4360	1	71
